status_group,amount_tsh,gps_height,basin,region,region_code,lga,public_meeting,scheme_management,permit,extraction_type_group,extraction_type_class,management,management_group,payment,quality_group,quantity,source,source_class,waterpoint_type,water_per_person,age_at_inspection,unknown_construction_year
functional needs repair,250.0,1257,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.7352941176470589,14.0,False
functional needs repair,0.0,1149,Lake Victoria,Mwanza,19,Ukerewe,True,,True,other,other,vwc,user-group,never pay,good,insufficient,spring,groundwater,other,0.0,10.0,False
functional needs repair,200.0,341,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay monthly,good,insufficient,shallow well,groundwater,hand pump,200.0,14.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1197,Lake Victoria,Mwanza,19,Ukerewe,True,,True,other,other,vwc,user-group,never pay,good,insufficient,spring,groundwater,other,0.0,12.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,pay when scheme fails,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1522,Lake Nyasa,Ruvuma,10,Mbinga,,WUG,True,gravity,gravity,wug,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,8.0,False
functional needs repair,0.0,0,Internal,Shinyanga,17,Meatu,True,Parastatal,True,submersible,submersible,parastatal,parastatal,never pay,good,insufficient,river,surface,communal standpipe multiple,0.0,,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,WUA,True,gravity,gravity,wua,user-group,never pay,colored,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Karagwe,True,VWC,True,gravity,gravity,other,other,pay annually,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Bukoba Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,2000.0,1196,Lake Rukwa,Rukwa,15,Mpanda,True,VWC,True,india mark ii,handpump,vwc,user-group,pay when scheme fails,good,enough,machine dbh,groundwater,hand pump,5.0,23.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,True,VWC,False,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Wami / Ruvu,Dodoma,1,Mpwapwa,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,seasonal,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,1122,Internal,Arusha,2,Monduli,False,VWC,,gravity,gravity,vwc,user-group,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,13.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,seasonal,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1741,Pangani,Tanga,4,Lushoto,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,26.0,False
functional needs repair,500.0,853,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe multiple,0.35714285714285715,28.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,911,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe,0.0,21.0,False
functional needs repair,200.0,271,Rufiji,Morogoro,5,Kilombero,True,WUA,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,2.0,5.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay monthly,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1816,Pangani,Kilimanjaro,3,Moshi Rural,True,Other,True,gravity,gravity,other,other,never pay,good,enough,river,surface,other,0.0,41.0,False
functional needs repair,0.0,1759,Lake Rukwa,Rukwa,15,Sumbawanga Rural,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,other,0.0,35.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,pay when scheme fails,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,1200.0,1343,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,vwc,user-group,pay annually,good,enough,river,surface,hand pump,1200.0,39.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,insufficient,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Mbozi,True,VWC,False,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,300.0,268,Rufiji,Morogoro,5,Kilombero,True,Company,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,2.3076923076923075,40.0,False
functional needs repair,0.0,0,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,submersible,submersible,vwc,user-group,never pay,salty,insufficient,machine dbh,groundwater,communal standpipe,0.0,6.0,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1426,Internal,Singida,13,Singida Rural,True,VWC,,other,other,vwc,user-group,never pay,good,insufficient,rainwater harvesting,surface,communal standpipe,0.0,13.0,False
functional needs repair,0.0,29,Rufiji,Pwani,60,Mkuranga,True,VWC,False,india mark ii,handpump,vwc,user-group,never pay,salty,insufficient,shallow well,groundwater,hand pump,0.0,2.0,False
functional needs repair,0.0,1320,Lake Tanganyika,Kigoma,16,Kibondo,True,VWC,False,gravity,gravity,vwc,user-group,unknown,good,insufficient,rainwater harvesting,surface,communal standpipe,0.0,6.0,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,VWC,False,mono,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,500.0,982,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.7142857142857143,28.0,False
functional needs repair,0.0,1327,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,never pay,good,insufficient,rainwater harvesting,surface,communal standpipe,0.0,2.0,False
functional needs repair,500.0,405,Wami / Ruvu,Morogoro,5,Mvomero,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,83.33333333333333,6.0,False
functional needs repair,200.0,1036,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,1.5384615384615385,7.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Ngara,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,other,0.0,,False
functional needs repair,0.0,1402,Lake Victoria,Shinyanga,17,Bariadi,True,WUG,False,nira/tanira,handpump,wug,user-group,never pay,good,enough,shallow well,groundwater,hand pump,0.0,4.0,False
functional needs repair,0.0,2046,Internal,Arusha,2,Ngorongoro,True,Water Board,True,gravity,gravity,water board,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe multiple,0.0,48.0,False
functional needs repair,250.0,1286,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe,0.8333333333333334,29.0,False
functional needs repair,50.0,30,Wami / Ruvu,Pwani,6,Kibaha,True,Water authority,True,mono,motorpump,private operator,commercial,pay per bucket,good,enough,river,surface,communal standpipe,50.0,22.0,False
functional needs repair,500.0,1450,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,1.6025641025641026,33.0,False
functional needs repair,0.0,0,Lake Victoria,Kagera,18,Urban,True,VWC,False,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe multiple,0.0,,False
functional needs repair,500.0,1466,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,enough,river,surface,communal standpipe,6.410256410256411,33.0,False
functional needs repair,0.0,1327,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,37.0,False
functional needs repair,5000.0,320,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,71.42857142857143,13.0,False
functional needs repair,0.0,0,Wami / Ruvu,Morogoro,5,Kilosa,True,VWC,True,submersible,submersible,vwc,user-group,never pay,salty,enough,machine dbh,groundwater,communal standpipe,0.0,6.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,pay monthly,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1028,Pangani,Kilimanjaro,3,Moshi Rural,False,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,communal standpipe,0.0,39.0,False
functional needs repair,500.0,909,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe multiple,0.7692307692307693,28.0,False
functional needs repair,0.0,1149,Pangani,Kilimanjaro,3,Moshi Rural,True,VWC,True,gravity,gravity,vwc,user-group,unknown,good,insufficient,spring,groundwater,other,0.0,38.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,WUG,False,nira/tanira,handpump,wug,user-group,never pay,salty,enough,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,30.0,1090,Lake Rukwa,Rukwa,15,Mpanda,True,Water authority,True,india mark ii,handpump,water authority,commercial,pay per bucket,salty,insufficient,machine dbh,groundwater,hand pump,0.1,33.0,False
functional needs repair,100.0,1483,Wami / Ruvu,Manyara,21,Kiteto,True,Water Board,True,submersible,submersible,vwc,user-group,pay per bucket,salty,insufficient,machine dbh,groundwater,communal standpipe multiple,0.5,11.0,False
functional needs repair,0.0,1554,Internal,Singida,13,Singida Rural,True,VWC,,mono,motorpump,vwc,user-group,never pay,good,insufficient,machine dbh,groundwater,communal standpipe,0.0,13.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,321,Ruvuma / Southern Coast,Mtwara,90,Masasi,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,37.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Bariadi,False,Parastatal,False,gravity,gravity,parastatal,parastatal,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,200.0,1100,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,3.7735849056603774,7.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Magu,True,,True,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,seasonal,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,0.0,1306,Pangani,Kilimanjaro,3,Moshi Rural,,VWC,False,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,communal standpipe,0.0,31.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,1000.0,1175,Lake Rukwa,Rukwa,15,Mpanda,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay when scheme fails,good,enough,shallow well,groundwater,hand pump,2.2222222222222223,19.0,False
functional needs repair,0.0,0,Lake Victoria,Mwanza,19,Geita,True,VWC,True,afridev,handpump,vwc,user-group,never pay,good,insufficient,machine dbh,groundwater,hand pump,0.0,,False
functional needs repair,30.0,1539,Internal,Singida,13,Iramba,True,WUG,True,mono,motorpump,wug,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe multiple,0.08571428571428572,7.0,False
functional needs repair,0.0,-25,Rufiji,Pwani,6,Mafia,True,VWC,False,afridev,handpump,vwc,user-group,never pay,good,enough,machine dbh,groundwater,hand pump,0.0,,False
functional needs repair,0.0,0,Lake Rukwa,Mbeya,12,Chunya,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,0.0,,False
functional needs repair,4000.0,458,Ruvuma / Southern Coast,Ruvuma,10,Tunduru,True,VWC,False,gravity,gravity,vwc,user-group,pay when scheme fails,good,enough,river,surface,communal standpipe,2.6263952724885096,27.0,False
functional needs repair,50.0,18,Ruvuma / Southern Coast,Lindi,80,Kilwa,True,WUG,True,submersible,submersible,wug,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.09433962264150944,1.0,False
functional needs repair,1200.0,218,Wami / Ruvu,Morogoro,5,Morogoro Rural,True,VWC,True,nira/tanira,handpump,vwc,user-group,pay annually,salty,insufficient,shallow well,groundwater,hand pump,4.8,11.0,False
functional needs repair,300.0,878,Pangani,Kilimanjaro,3,Mwanga,True,VWC,False,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,7.5,21.0,False
functional needs repair,0.0,1278,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,11.0,False
functional needs repair,500.0,1493,Rufiji,Iringa,11,Njombe,True,WUA,True,gravity,gravity,wua,user-group,pay monthly,good,enough,river,surface,communal standpipe,9.25925925925926,33.0,False
functional needs repair,0.0,1655,Lake Tanganyika,Kigoma,16,Kigoma Rural,False,VWC,True,gravity,gravity,vwc,user-group,unknown,good,enough,spring,groundwater,improved spring,0.0,4.0,False
functional needs repair,0.0,335,Wami / Ruvu,Morogoro,5,Mvomero,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,44.0,False
functional needs repair,0.0,0,Lake Victoria,Shinyanga,17,Maswa,True,WUG,False,gravity,gravity,wug,user-group,never pay,good,seasonal,rainwater harvesting,surface,communal standpipe,0.0,,False
functional needs repair,0.0,1012,Pangani,Kilimanjaro,3,Mwanga,True,Water Board,False,gravity,gravity,water board,user-group,never pay,good,insufficient,spring,groundwater,communal standpipe,0.0,13.0,False
functional needs repair,0.0,0,Rufiji,Mbeya,12,Mbarali,True,VWC,True,gravity,gravity,vwc,user-group,pay monthly,good,insufficient,river,surface,communal standpipe,0.0,,False
functional needs repair,0.0,0,Internal,Dodoma,1,Kondoa,True,VWC,False,other motorpump,motorpump,vwc,user-group,pay per bucket,good,enough,machine dbh,groundwater,communal standpipe,0.0,,False
functional needs repair,0.0,0,Lake Tanganyika,Tabora,14,Uyui,,VWC,True,other,other,unknown,unknown,unknown,good,insufficient,shallow well,groundwater,hand pump,0.0,,False
functional needs repair,250.0,1561,Lake Tanganyika,Kigoma,16,Kasulu,True,Water authority,True,gravity,gravity,water board,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,0.43859649122807015,4.0,False
functional needs repair,0.0,1496,Pangani,Tanga,4,Lushoto,True,VWC,True,gravity,gravity,vwc,user-group,never pay,good,enough,spring,groundwater,communal standpipe,0.0,26.0,False
functional needs repair,200.0,642,Pangani,Kilimanjaro,3,Same,True,Water authority,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,spring,groundwater,communal standpipe,1.3333333333333333,3.0,False
functional needs repair,0.0,0,Lake Nyasa,Mbeya,12,Rungwe,True,VWC,,gravity,gravity,vwc,user-group,never pay,good,enough,river,surface,communal standpipe,0.0,,False
functional needs repair,600.0,808,Lake Tanganyika,Kigoma,16,Kigoma Rural,True,WUG,True,gravity,gravity,vwc,user-group,pay monthly,good,enough,river,surface,communal standpipe multiple,3.0,4.0,False
functional needs repair,300.0,1258,Pangani,Kilimanjaro,3,Mwanga,True,WUA,False,gravity,gravity,wua,user-group,pay monthly,good,insufficient,spring,groundwater,communal standpipe,10.0,6.0,False
